sample_id	TNFRSF14	LDL-receptor	ITGB2	IL-17RA	TNF-R2	MMP-9	EPHB4	IL2-RA	OPG	ALCAM	TFF3	SELP	CSTB	MCP-1	CD163	Gal-3	GRN	MEPE	BLM-hydrolase	PLC	LTBR	Notch-3	TIMP4	CNTN1	CDH5	TLT-2	FABP4	TFPI	PAI	CCL24	TR	TNFRSF10C	GDF-15	SELE	AZU1	DLK-1	SPON1	MPO	CXCL16	IL-6RA	RETN	IGFBP-1	CHIT1	TR-AP	CCL22	PSP-D	PI3	Ep-CAM	AP-N	AXL	IL-1RT1	MMP-2	FAS	MB	TNFSF13B	PRTN3	PCSK9	U-PAR	OPN	CTSD	PGLYRP1	CPA1	JAM-A	Gal-4	IL-1RT2	SHPS-1	CCL15	CASP-3	uPA	CPB1	CHI3L1	ST2	t-PA	SCGB3A2	EGFR	IGFBP-7	CD93	IL-18BP	COL1A1	PON3	CTSZ	MMP-3	RARRES2	ICAM-2	KLK6	PDGF-subunit-A	TNF-R1	IGFBP-2	vWF	PECAM-1	NT-pro-BNP	CCL16
s_503	4.758833097	4.597875379	5.019312557	5.308040138	5.011076117	3.64119415	5.025905205	5.124816569	4.917447206	4.56952288	4.613016789	4.518152601	4.987661138	4.958272872	5.231917428	5.009462161	5.026178596	5.768485738	5.068718458	4.415581773	4.872638614	4.600479573	4.746654612	4.748411391	4.115552791	4.199383601	4.589552261	4.564310162	4.938150559	4.185516047	4.465235702	4.129463876	5.153021628	5.057190144	4.886952279	3.820390317	4.690475633	4.591805611	4.809474613	4.768405756	4.554176183	5.047089076	5.407322951	4.81089803	3.479643889	4.509137821	4.59553324	2.763363081	4.674383897	4.912662645	4.813937368	5.180051411	4.879172056	6.00969451	4.432536834	4.719869263	4.918188665	4.83080773	4.891511891	4.854670812	4.850187791	4.631319516	4.312910385	5.107924381	4.622400251	5.077256701	5.778732935	4.713258886	5.04440787	5.018734194	5.895335207	4.911212988	4.869949569	4.273979007	4.591933969	4.614891906	4.773492077	4.886854352	4.944930974	4.829750531	5.061799731	5.084074353	4.882798638	4.859109507	4.596992234	5.522911557	4.779014911	5.147692083	4.713936958	4.868882309	6.002765966	5.213190439
s_671	4.608639823	4.678350258	4.30780196	4.349425142	4.679883303	4.464152957	4.701375895	4.738193167	4.716391693	4.684612905	4.373127639	4.411073279	4.679576511	4.72715435	4.4418863	4.891442368	4.709522276	4.982891374	4.878097563	4.619173554	4.644590269	4.534432125	4.622347838	4.512728373	4.281111403	4.742198138	5.229628651	4.991107229	3.920450346	5.314310855	5.403759465	4.961071273	4.504547707	4.917716274	4.696854299	4.674843302	4.776544463	4.11297296	4.920860681	4.85107555	5.160395329	3.69909584	4.767113538	4.782059492	4.164332956	4.413771533	4.562408115	4.091121165	4.560045608	4.808108458	4.909898879	4.25977062	4.860409767	5.301876389	4.611767414	4.394228463	5.194030227	4.23983474	4.523855153	4.683274986	4.850930311	4.289294569	4.448387106	5.048296265	4.22631145	4.623965042	4.364994951	4.22258491	4.598870804	4.743367074	5.06996047	5.041616505	5.05008413	6.422195121	4.61121793	4.951419458	4.694276194	4.507364464	4.357975803	4.719614836	4.475649997	4.429702968	4.729582996	5.035891397	4.402075502	4.432507312	4.796027331	4.892115268	4.863316661	4.387155784	5.104005966	5.004957988
s_305	4.342565424	3.763471655	4.471522534	4.863460728	4.431767352	3.725998074	4.654210835	4.28913094	3.948897258	4.196283335	3.899686181	3.885027192	3.91657197	3.991514166	4.105961087	4.065312649	4.155686718	4.43722694	3.865911464	4.372191143	4.633657943	4.432889802	4.454520728	4.377132462	4.382564343	4.591911355	4.130506317	3.68091749	2.149778427	4.183747962	4.119245381	3.992610715	3.724853016	4.287976092	3.745493455	5.0014995	4.44540965	4.660391539	3.984578993	4.576446451	4.677688819	4.269322	0	3.840847928	3.720853444	3.965243408	3.890784799	4.694564338	4.201876192	4.326101297	4.31844218	4.003832816	4.167327114	4.413196478	4.449222024	4.005995061	4.157192502	4.379835064	4.197550407	3.687086959	4.414331898	3.748062304	3.931710615	4.102454433	4.231298921	4.155354833	3.943385684	3.783230304	4.260499596	3.795991605	4.562773632	3.75880472	3.488307032	4.195577128	4.32467016	4.341658007	4.293620547	4.204519676	4.749214652	4.877248947	4.103913601	3.542306461	4.064833389	4.757815944	4.673961352	3.186583467	4.189541666	4.73283713	3.360507286	4.287135609	4.227645966	4.216377962
s_1195	4.286083318	4.846798732	4.608908742	3.442219364	4.427907784	4.336117117	4.333823996	4.199790569	4.393617971	4.305375666	4.181175682	3.782704155	4.575116184	4.379920717	4.678404518	4.504537776	4.48953279	4.224271655	4.693382442	4.408285828	4.274210602	4.096265657	4.384657826	4.190912512	3.711236447	3.910450527	3.945611117	3.911044043	5.232672955	2.654864985	4.71663832	3.661500255	4.825365121	4.140493172	4.48680246	3.891338152	4.739432049	4.466776252	4.270595668	4.331840343	4.303840161	3.573949131	3.616763128	4.429254348	3.830433809	4.243539765	4.710380526	3.242753115	4.430560757	4.013084157	4.23260793	4.245317796	4.485934596	4.468679693	4.498322397	4.575125293	4.563900493	4.580119128	4.333647809	4.813861736	4.086527096	5.137257209	4.374423983	4.648849737	4.377444592	4.438021721	4.028883763	4.516337873	3.94927484	5.140250701	4.85982561	5.012792629	4.467285075	3.516563903	4.260502498	4.336756718	4.001827229	4.200286706	4.443069358	4.106984039	4.383163656	5.311575252	4.598843888	4.091882182	4.411669593	2.968905767	4.262385494	3.583893218	4.784037146	4.012742676	4.389985966	4.525601931
s_971	5.069554546	5.504931674	5.411648978	5.172020328	5.021103629	5.543007048	5.164754056	5.087993138	4.8553118	5.346650726	4.505174834	5.737220594	5.284312	5.391111583	5.614501448	5.257828648	5.21942438	5.372002941	5.375013498	5.122969779	5.114955443	5.032975327	5.08423595	4.935506015	4.935783117	5.199811839	5.05396929	5.589129333	6.174360298	4.353336488	5.548209174	5.424140434	4.812266288	5.872623094	5.147973574	4.809678206	5.215860955	5.233198099	5.567104435	5.752342408	5.011363423	2.542705955	5.098171537	5.985066993	4.255569307	4.6329763	4.881423431	4.931444546	5.129553039	5.354173566	4.834936618	4.892329406	5.267148109	5.4195802	5.772339023	4.781813715	5.508336085	5.050208643	5.022642783	6.229060697	4.720851854	5.774960539	5.341777088	5.317919055	5.55885559	5.477297534	5.226269454	5.354492808	5.330239724	5.251325846	4.680997869	5.494910952	5.850328887	4.265418733	5.486381236	5.547383825	5.292113455	5.333769563	5.169746403	4.95147287	5.784171737	5.39961016	5.343128544	5.22669288	5.146979262	4.752238382	5.050426056	4.12659582	4.760764784	5.178274209	4.231035966	5.719659576
s_225	4.295336274	3.865143214	4.067474122	4.648144338	4.49319609	3.701743465	4.432009588	3.864368901	4.090548163	3.819946724	3.756089893	3.555435711	3.341577486	4.090398479	4.201784739	3.926790323	3.960252423	4.342787364	4.030912044	4.114684626	4.001244532	4.145239413	4.067365856	4.276040273	3.868089278	4.717404644	3.478391469	3.598716513	3.54247562	4.808210808	3.096155316	3.853078	3.612678403	3.970110051	4.515171909	3.492769342	4.520733617	4.621728837	3.667468639	4.256730523	4.550338289	3.792898415	0	4.196632365	3.65724268	4.336699097	4.058179744	2.655517398	3.706565621	4.205367007	3.98610242	4.165771566	3.742834826	3.677255335	4.549272536	4.095556236	3.712691922	4.08649059	4.700601289	3.668031454	4.635568988	3.845901413	3.582434746	3.634967553	4.075646816	3.698166002	3.832290778	3.478022034	4.214362431	3.632019286	3.759974471	4.193932289	3.860858635	4.530876748	3.900446781	3.862024523	4.062038411	4.083221308	4.434743987	4.070902061	4.062273108	3.17702849	3.747189366	3.801382592	3.900811186	3.999896987	4.010398097	4.697881673	3.249337063	3.896082841	7.525295966	3.604681481
s_538	4.378958305	5.072389618	4.434373233	4.333859282	4.299628613	3.884776624	4.49393545	4.420323262	4.794854633	4.239948515	4.474745903	4.052415254	4.434109551	4.405403824	3.960085173	4.298330135	4.669996367	5.528801351	4.045399741	4.662526831	4.590733225	4.293831134	4.596306024	4.29649425	3.498995524	4.571388416	4.969057732	4.701508596	5.519517733	5.529593203	4.399537045	4.50951758	4.283756524	4.043716997	4.439136666	4.112917176	4.817000556	4.405196391	4.537046234	4.659783951	4.48745516	5.212866207	5.007351395	4.299010452	4.802331142	4.643031067	3.795255261	3.503364328	4.352938663	4.269129199	4.384380936	4.454254026	4.295766854	4.587932201	4.364502537	4.204481606	4.979363188	4.383767801	5.020882643	4.93101431	4.592159628	4.462987668	4.361001397	4.191540526	4.299437771	4.253022004	4.587906458	3.698005975	4.717319518	4.458920371	5.47037396	4.532477302	4.998779027	3.351477375	4.390625045	4.276084425	4.473996745	4.245017501	5.633981116	4.410359531	5.144964481	4.267065764	4.839251432	4.092478097	3.952237364	4.910921352	4.332861262	4.912555943	4.737918084	4.068491162	4.582715966	4.799763447
s_265	4.365723084	4.989290735	4.892452406	4.112648451	4.405872126	3.602899047	4.503003273	4.160828681	4.196860152	4.466479613	4.408100674	3.93908564	4.963523501	4.825938138	4.4284542	4.393392699	3.926274616	4.112903489	4.679625736	4.698311057	4.472996128	4.804745714	4.829864407	4.5758768	4.332010755	4.371989348	5.910622542	4.640297184	6.310245743	4.880935811	6.675224744	4.308689786	5.214542228	3.881195661	4.42904391	4.872186431	4.887468623	4.035909447	4.437615502	4.209852746	5.333172833	5.058131768	4.742415175	4.315698531	4.913076658	3.965243408	5.075476657	3.597871463	4.675776126	4.360010456	4.300672545	4.759129441	4.483064583	5.022343436	4.916223997	4.762549223	4.422392935	4.742720726	4.840526124	4.626626554	4.300557269	3.986292593	4.296548916	4.511197601	4.292032053	4.301915761	4.716768968	3.970004283	4.787491641	4.086849547	4.150158492	4.581818105	4.348192839	4.43478689	4.435142722	4.241487861	4.280196786	4.136645435	4.828176817	4.304398847	4.818665426	4.663312907	5.033518781	4.171887003	4.375256465	6.023572684	4.690302249	4.448431409	4.43339203	3.994562566	4.470355966	5.090316112
s_1348	4.205704592	4.066629318	4.547331629	3.941433727	3.992839673	3.695967118	4.348456821	4.265922426	4.688377157	4.313358444	6.181550744	3.885905632	3.911405721	3.919996666	3.965091935	4.235706123	4.757357105	4.13494316	4.318262354	4.29725085	4.374634667	4.618905213	3.880653909	4.342230474	5.006974932	4.141061932	4.559139486	4.467714697	3.321900312	3.220589121	3.945403383	3.600425945	4.75213637	4.392808729	4.038037287	4.394254736	4.489886876	4.170199451	4.210144465	4.961114091	4.673295884	5.801696741	3.986181871	3.616593519	4.219355638	3.965243408	3.344350916	4.325928365	5.297611011	4.057109461	4.583040698	4.285214397	4.102195604	3.960053416	4.249078116	4.529597018	4.462010714	4.472283026	3.830597801	3.899632921	4.17505902	4.227727905	4.200398641	4.567144055	5.084901679	4.586023459	4.136176986	3.587776011	4.183600397	3.941550158	3.930430074	4.269142826	3.505617375	3.867866246	4.708542911	4.155770028	4.559400872	4.073485172	4.13588626	4.182456605	4.022234169	3.938095762	4.485324113	4.6592017	4.424595363	4.461904832	4.204775957	5.024463162	4.839465094	4.814666054	6.118775966	4.295059645
s_787	5.120290375	5.146045486	4.716173467	4.604225091	5.141671716	4.183960657	5.030898166	5.156612634	5.50057775	5.068712266	4.514069026	4.739980728	4.402078708	4.842902416	5.324470304	5.060535493	5.118156525	5.608313738	4.374553176	5.150466536	5.084246479	4.94221827	5.086505957	5.046327499	5.04257916	5.584736523	4.395423208	5.228873052	3.174797392	5.028846813	5.010038684	5.380767116	4.365599807	4.944160605	5.198066597	5.332103333	5.115643499	4.929590531	5.014064752	4.795044143	5.260176622	5.659312634	2.869850139	5.373416695	5.19821268	5.138645098	4.872243775	3.854490425	5.19292844	5.246894027	5.249073146	4.718034018	4.996019625	6.587979304	5.332421818	5.010580424	5.209280765	4.736952756	4.924889673	4.653052865	4.978743046	4.392822636	4.733230314	4.989658786	5.085131887	5.2651521	4.423415327	4.600044412	5.363997656	4.737193359	5.181517058	5.531231678	5.395878422	5.677112582	5.142726035	5.323727728	5.284618656	5.272129324	5.154787292	5.614016479	4.784201067	5.505091547	4.716068274	5.430872336	5.257649258	3.590441975	5.41575774	5.837035719	4.667817493	5.208971262	4.581425966	5.322249866
s_844	5.249093605	5.3580293	5.117813158	5.666087491	5.319321304	4.571689613	5.014728907	5.317574415	4.852874573	5.047952609	4.444628752	4.720016979	4.515852442	4.580922618	5.302599932	5.042598766	5.104214676	5.306601575	5.250116574	5.201633587	5.058114188	4.668407838	4.802640593	4.958330334	6.029794677	5.237826273	4.318947265	5.181117419	5.00505896	5.570387251	4.840256607	4.431970335	4.19059016	5.700331902	5.472280884	4.479427593	5.035782031	5.033331848	5.298311918	5.093708191	5.45050657	5.301998898	4.947064902	5.304481872	4.389687692	4.17696746	4.487272395	4.944022021	5.083079528	5.548042726	5.497614046	5.013154217	5.165259032	4.953409413	4.722394624	5.529004413	4.795998764	4.824864274	4.661403696	4.691859652	5.287184966	5.585904496	4.835615072	4.853487606	5.089052636	5.562032099	5.175629847	4.516295976	4.636218442	5.458201675	4.5413783	6.571931813	4.620714547	4.820165291	5.273357722	5.349190783	5.27585269	5.292398654	5.257602876	5.33241146	5.302241676	5.730865633	4.85794096	5.854138174	4.709028353	5.185407093	5.603883111	4.873746985	4.409320158	5.253865064	3.780555182	5.708266645
s_1065	4.427462532	4.454864131	4.890186648	5.042835413	4.333165399	4.694649842	4.570632602	4.763120629	4.530179718	4.477457072	4.090668785	5.203798548	4.151351319	4.306056683	4.778093014	4.653256533	4.537551813	4.888467756	5.205109487	4.661008177	4.585761818	4.271471743	4.361903909	4.886509728	4.912210992	4.5959565	3.983039994	4.790342851	6.367333907	5.238427225	4.685756541	4.155523102	3.999588594	5.361278289	4.669923638	4.596443155	4.764939712	4.878214768	4.626720808	4.852702126	4.365030555	4.020898497	3.348954895	5.009033065	5.694541586	4.584107259	3.929503332	5.512468716	5.031381804	4.345424748	4.568819499	4.693076006	4.810100843	4.322778895	4.697168258	5.008798142	4.568838017	4.72275965	5.045350305	5.290708588	4.830916456	3.763790879	4.384337575	4.827168188	5.071479407	4.00939066	4.61291383	3.857936794	4.461571272	3.560914442	4.852679024	5.703106971	4.58424114	4.794226402	4.744876864	4.517728669	4.557918976	4.294613536	5.423993702	4.710905531	4.59661606	4.840396121	4.812136806	4.95668358	4.564584272	4.641926766	4.597393138	4.070133956	3.785632327	4.79369587	3.780555182	5.311600765
s_133	4.345731558	4.384849987	4.718219506	5.992105236	4.438202848	5.758299472	4.451970548	4.685743969	4.461805245	4.493255431	4.13395473	4.690771202	4.387721274	4.173992418	4.875384101	4.541172265	4.660361603	4.391857312	4.685991012	4.501411087	4.574840601	4.218631494	4.462947355	4.249887096	5.803337089	5.126057556	4.96696198	4.649178252	3.303289026	4.880720853	4.515972145	4.976146633	3.729085706	5.136733784	4.791709153	4.231011506	4.908115084	5.098950859	4.480510414	4.209659544	4.861129209	3.985373797	3.515212713	4.459404368	3.950928267	4.890817858	4.168795322	3.790348207	4.671115469	4.483147161	4.853829367	4.334645384	4.462269109	4.603622333	4.637626448	5.429749349	4.785115366	4.536181474	4.533639349	4.538323492	5.522009417	3.723697187	4.123946656	4.524322935	4.671302363	4.832838153	4.058149549	4.07886016	4.196488835	3.470770999	4.522225375	4.520853197	4.398696395	4.861194359	4.690830261	4.335081077	4.604333758	4.507905622	4.348151238	4.241580434	4.374021041	4.102818069	4.899503455	5.346373713	4.403564856	3.961277687	4.490060439	3.723220108	5.300141418	4.714294829	4.508915966	5.014550191
s_323	5.21957983	4.437298758	4.752792701	4.381076645	5.067896136	4.459748759	5.241421285	5.259956093	5.100453656	5.278991026	5.379004474	5.237191351	5.139826173	5.066964622	4.82029873	4.764885578	5.575545215	5.245377402	5.290395237	5.330760638	5.560829715	5.64973145	5.538989848	5.349442415	6.092295589	5.288984125	5.363596655	5.488441487	4.348516594	6.434007168	4.719875016	5.784795209	5.136134984	4.971281151	4.956384938	5.84102328	5.693632456	5.083779754	5.376281241	5.009866168	5.045823726	5.466258007	4.612296682	4.733878375	4.595289327	5.375723495	5.182956413	6.694415224	5.477602728	5.163008972	5.534236902	5.453300099	5.333530318	5.665911583	5.584331733	5.565703826	4.926609826	5.254960876	5.468524661	5.267198536	5.113023891	5.436127274	5.030666962	4.935989526	5.38691669	5.501360506	5.29871259	4.738951208	5.711855099	5.40016286	4.697545986	5.412592799	5.655215402	6.592910705	5.036110279	6.000170859	5.586403055	5.383595286	5.630754607	6.03440083	5.199457215	4.410957051	5.120225508	5.841453923	5.397253153	4.48446226	5.396995009	6.35991196	5.5906996	5.593347202	6.166095966	4.363637891
s_592	4.516746262	3.846224218	4.139947745	4.648207652	4.853087959	4.352346823	4.472165082	5.198014846	4.946222164	4.593390728	4.617234903	4.181469519	4.669879885	4.34292794	4.593829515	4.10026916	4.506156111	4.788093248	4.078579492	4.476009356	4.869793001	4.301587822	4.473336555	4.663888706	4.638802581	4.243839534	3.979630897	4.611041462	3.615507116	4.808783625	4.762007777	3.798288664	4.478427452	4.009242474	4.97910312	4.342966497	4.764725797	4.257499392	5.08825421	4.364946141	4.699865097	4.546593361	4.808591272	4.550823373	3.984323295	5.255365869	4.901385734	5.519381493	4.742249139	4.588037417	4.518783893	4.111153432	4.707574789	4.294472564	5.597475787	5.624408321	4.751140852	5.067164955	4.539486712	4.662971769	4.561813258	4.044180629	4.280625609	4.153253975	4.43411869	4.470656302	4.735262126	4.365452827	4.550667685	4.325457891	4.831724039	4.409806869	3.59734151	5.636756749	4.654302144	4.607774604	4.58257889	5.170480414	5.201103895	4.710762142	4.829602785	4.449788307	4.831217866	4.054776723	4.767865428	3.244314832	4.699128384	5.133258766	4.240064031	4.179212035	4.594615966	4.522066827
s_173	4.638144676	4.372852611	4.300723937	5.177414484	4.575266088	3.873087203	4.899916249	4.976769734	4.943904542	4.494135412	4.80871811	5.000994475	4.534704646	4.554012023	4.530722132	4.520862593	4.840747904	5.496618288	5.460747693	4.953105216	4.554611845	4.674846084	5.114418362	4.436045	3.6920581	5.017611613	5.265281964	4.671877492	4.122575671	5.894711192	4.442116705	5.52609488	4.779681924	5.116086673	4.467062558	4.795659	4.997192816	4.949463399	4.927730236	5.456303117	5.349903999	5.815685363	4.989938785	4.812179298	7.513804947	4.006826321	4.148436818	5.759347773	4.902202621	4.750962827	5.037309367	5.007779043	5.160267282	4.559760584	4.757786801	5.263854409	5.399270006	5.066395726	5.41817477	4.769107616	5.284998915	5.654558758	4.915516666	4.812303432	5.192739778	5.010319888	5.676834954	5.702300886	5.133157218	5.483391943	4.649813603	4.600506736	5.140350192	4.221254622	4.98469685	4.720118158	4.50546677	4.571593662	5.117492998	3.85247337	5.317058893	4.852984629	5.005713736	5.144212161	5.078841785	3.704135996	4.685958821	4.140564609	3.630142366	4.942292823	5.328165966	4.540929662
s_141	5.086105204	5.668160743	5.251777552	4.523316446	5.396147248	4.25683005	4.687280838	5.365984766	5.194817033	4.772566413	5.195217063	5.093074054	4.825461594	5.447305695	5.143925767	5.320514155	4.803875685	4.367080281	5.265179946	5.004461368	5.029686203	4.918989707	4.633791287	4.804828142	5.312944062	5.248740179	5.861140851	5.544516694	5.506261795	5.353369393	5.257207847	4.11486646	5.57447423	5.516655175	4.52854302	5.09051882	5.181322178	4.785712454	5.184488078	4.965333864	4.953349662	4.774014754	4.545581686	4.68493606	4.297169074	3.999580644	4.594191768	4.58583874	4.901045434	5.164444993	5.376505845	4.774758551	5.035836891	5.040573781	5.442183271	4.323361639	5.014510741	4.878530709	5.297884543	5.192405625	4.756509754	5.619182831	4.752710119	5.653937501	5.030864344	4.858299529	5.07466327	4.509755438	4.671758935	5.004160514	5.66702259	5.129837075	4.289491567	4.786049945	4.993653831	4.952585096	4.902449665	5.49567677	4.925406429	5.367703948	5.072687285	5.119856408	5.578594076	5.324602339	4.514914471	5.689047281	5.285641295	6.064223382	5.162291526	5.074102668	5.929715966	5.585464847
