Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study
DRR200177,AMPLICON,601,17508775,PRJDB8511,SAMD00177915,MIMARKS.survey.human-gut,11064898,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190585,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177915,19_C1,DRP007234
DRR200178,AMPLICON,601,15900764,PRJDB8511,SAMD00177916,MIMARKS.survey.human-gut,10137460,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190586,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177916,19_C2,DRP007234
DRR200179,AMPLICON,601,14998203,PRJDB8511,SAMD00177917,MIMARKS.survey.human-gut,9603298,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190587,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177917,19_C3,DRP007234
DRR200180,AMPLICON,601,10035331,PRJDB8511,SAMD00177918,MIMARKS.survey.human-gut,6401891,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190588,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177918,19_T1,DRP007234
DRR200181,AMPLICON,601,15890843,PRJDB8511,SAMD00177919,MIMARKS.survey.human-gut,10085107,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190589,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177919,19_T2,DRP007234
DRR200182,AMPLICON,601,15985107,PRJDB8511,SAMD00177920,MIMARKS.survey.human-gut,10089676,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190590,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177920,19_T3,DRP007234
DRR200183,AMPLICON,601,15201459,PRJDB8511,SAMD00177921,MIMARKS.survey.human-gut,9645300,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190591,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177921,20_T1,DRP007234
DRR200184,AMPLICON,601,15383467,PRJDB8511,SAMD00177922,MIMARKS.survey.human-gut,9922795,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190592,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177922,20_T2,DRP007234
DRR200185,AMPLICON,601,17321035,PRJDB8511,SAMD00177923,MIMARKS.survey.human-gut,10936431,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190593,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177923,20_T3,DRP007234
DRR200186,AMPLICON,601,8197105,PRJDB8511,SAMD00177924,MIMARKS.survey.human-gut,5259060,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190594,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177924,20_C1,DRP007234
DRR200187,AMPLICON,601,9954457,PRJDB8511,SAMD00177925,MIMARKS.survey.human-gut,6376041,METAGEN,2016,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190595,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177925,20_C2,DRP007234
DRR200188,AMPLICON,601,6942489,PRJDB8511,SAMD00177926,MIMARKS.survey.human-gut,4448648,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190596,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177926,20_C3,DRP007234
DRR200189,AMPLICON,601,17652019,PRJDB8511,SAMD00177927,MIMARKS.survey.human-gut,11322653,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190597,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177927,21_T1,DRP007234
DRR200190,AMPLICON,601,20517901,PRJDB8511,SAMD00177928,MIMARKS.survey.human-gut,13080896,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190598,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177928,21_T2,DRP007234
DRR200191,AMPLICON,601,19778221,PRJDB8511,SAMD00177929,MIMARKS.survey.human-gut,12646340,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190599,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177929,21_T3,DRP007234
DRR200192,AMPLICON,601,16806673,PRJDB8511,SAMD00177930,MIMARKS.survey.human-gut,10901388,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190600,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177930,21_C1,DRP007234
DRR200193,AMPLICON,601,20298894,PRJDB8511,SAMD00177931,MIMARKS.survey.human-gut,12944902,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190601,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177931,21_C2,DRP007234
DRR200194,AMPLICON,601,19406284,PRJDB8511,SAMD00177932,MIMARKS.survey.human-gut,12465186,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190602,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177932,21_C3,DRP007234
DRR200195,AMPLICON,601,17141357,PRJDB8511,SAMD00177933,MIMARKS.survey.human-gut,10907567,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190603,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177933,23_T1,DRP007234
DRR200196,AMPLICON,601,18988513,PRJDB8511,SAMD00177934,MIMARKS.survey.human-gut,12000634,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190604,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177934,23_T2,DRP007234
DRR200197,AMPLICON,601,17943665,PRJDB8511,SAMD00177935,MIMARKS.survey.human-gut,11386965,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190605,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177935,23_T3,DRP007234
DRR200198,AMPLICON,601,19324873,PRJDB8511,SAMD00177936,MIMARKS.survey.human-gut,12148905,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190606,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177936,23_C1,DRP007234
DRR200199,AMPLICON,601,18104765,PRJDB8511,SAMD00177937,MIMARKS.survey.human-gut,11463809,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190607,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177937,23_C2,DRP007234
DRR200200,AMPLICON,601,16319571,PRJDB8511,SAMD00177938,MIMARKS.survey.human-gut,10475062,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190608,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:23:00Z,1,SAMD00177938,23_C3,DRP007234
DRR200201,AMPLICON,601,20598706,PRJDB8511,SAMD00177939,MIMARKS.survey.human-gut,12972305,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190609,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177939,24_T1,DRP007234
DRR200202,AMPLICON,601,17966029,PRJDB8511,SAMD00177940,MIMARKS.survey.human-gut,11473548,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190610,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177940,24_T2,DRP007234
DRR200203,AMPLICON,601,15611129,PRJDB8511,SAMD00177941,MIMARKS.survey.human-gut,9963722,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190611,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177941,24_T3,DRP007234
DRR200204,AMPLICON,601,17936592,PRJDB8511,SAMD00177942,MIMARKS.survey.human-gut,11386103,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190612,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:25:00Z,1,SAMD00177942,24_C1,DRP007234
DRR200205,AMPLICON,601,13583975,PRJDB8511,SAMD00177943,MIMARKS.survey.human-gut,8674685,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190613,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177943,24_C2,DRP007234
DRR200206,AMPLICON,601,17138663,PRJDB8511,SAMD00177944,MIMARKS.survey.human-gut,10843927,METAGEN,2016,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",host-associated,mammalia-associated habitat,feces,DRX190614,Japan,Asia,Japan,Homo sapiens,Illumina MiSeq,35.689921 N 139.769628 E,,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,Metabologenomic approach reveals the feature of intestinal environment associated with barley-induced blood parameter improvements in Japanese cohort: a randomised controlled trial,2021-04-30T00:00:00Z,2021-04-30T13:24:00Z,1,SAMD00177944,24_C3,DRP007234
