Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,3-oxolithocholic_acid,Acetate,alloisolithocholic_acid,Butyrate,cholic_acid,deoxycholic_acid,glycocholic_acid,isodeoxycholic_acid,lithocholic_acid,propionate,succinate,taurocholic_acid,adapter,DNAconc,ForwardBarcode,Group,libraryname,mouse.number,nseqs,reads.in,reads.out,ReverseBarcode,sampleid,treatment
SRR22802743,WGA,289,7607040,PRJNA912122,SAMN32226019,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4146949,UNIVERSITY OF CHICAGO,2022-02-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762566,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-294.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:05:00Z,1,LiverD-294.02,SRP413645,0,0,0,0.46,0.238,0,14.726,0,0,0.66,0.72,10.098,,,,,,,,,,,,
SRR22802744,WGA,291,1215944538,PRJNA912122,SAMN32226018,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",640810079,UNIVERSITY OF CHICAGO,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762565,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-294.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:25:00Z,1,LiverD-294.01,SRP413645,0,0.15,0,0.46,1.07,0,3.382,0,0,0.66,0.72,3.542,,,,,,,,,,,,
SRR22802745,WGA,290,1163886177,PRJNA912122,SAMN32226016,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",644114898,UNIVERSITY OF CHICAGO,2022-02-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762563,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-293.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:19:00Z,1,LiverD-293.01,SRP413645,4.442,16.23,2.226,2.56,0.148,2.872,0,0.011,12.951,5.05,1.86,0,,,,,,,,,,,,
SRR22802746,WGA,289,1483090396,PRJNA912122,SAMN32226015,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",814724481,UNIVERSITY OF CHICAGO,2022-02-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762562,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-292.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:32:00Z,1,LiverD-292.02,SRP413645,0,0,0,0,0,0,0.25,0,0,0,0.38,0.58,,,,,,,,,,,,
SRR22802747,WGA,289,1276439331,PRJNA912122,SAMN32226014,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",702419595,UNIVERSITY OF CHICAGO,2022-02-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762561,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-292.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:26:00Z,1,LiverD-292.01,SRP413645,0,2.67,0,0.46,0.481,0,4.779,0,0,0.66,1.76,11.517,,,,,,,,,,,,
SRR22802748,WGA,291,1702521538,PRJNA912122,SAMN32226017,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",910987812,UNIVERSITY OF CHICAGO,2022-02-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762564,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-293.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:34:00Z,1,LiverD-293.03,SRP413645,0,4.38,0,0,13.33,1.04,0,0,0,0,0.18,0.14,,,,,,,,,,,,
SRR22802749,WGA,291,2159064755,PRJNA912122,SAMN32226008,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1154672507,UNIVERSITY OF CHICAGO,2022-02-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762560,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-285.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:49:00Z,1,LiverD-285.03,SRP413645,0.007,8.14,0,0.46,0.303,0,0,0,0,0.66,0.86,0,,,,,,,,,,,,
SRR22802750,WGA,291,1317825174,PRJNA912122,SAMN32226002,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",708694412,UNIVERSITY OF CHICAGO,2022-02-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762559,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-284.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:15:00Z,1,LiverD-284.04,SRP413645,0,2.75,0,0.31,4.18,0,0.68,0,0,0,3.68,0.52,,,,,,,,,,,,
SRR22802751,WGA,290,1753049712,PRJNA912122,SAMN32226001,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",951852720,UNIVERSITY OF CHICAGO,2022-02-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762558,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-284.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:26:00Z,1,LiverD-284.03,SRP413645,0,40.12,0,3.92,106.28,0.09,0.75,0,0.15,0.78,55.79,0.54,,,,,,,,,,,,
SRR22802752,WGA,289,1092447392,PRJNA912122,SAMN32225997,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",601041715,UNIVERSITY OF CHICAGO,2022-02-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762557,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.12,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:26:00Z,1,LiverD-281.12,SRP413645,0,3.77,0,0.28,2.29,0,0,0,0,0.13,0,0.56,,,,,,,,,,,,
SRR22802753,WGA,289,1439785664,PRJNA912122,SAMN32225996,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",787803383,UNIVERSITY OF CHICAGO,2022-02-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762555,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.11,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:23:00Z,1,LiverD-281.11,SRP413645,0,18.61,0,0,2.29,0,0.35,0,0,0,5.02,0.66,,,,,,,,,,,,
SRR22802754,WGA,291,1486637905,PRJNA912122,SAMN32225995,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",794496616,UNIVERSITY OF CHICAGO,2022-02-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762554,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.10,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:27:00Z,1,LiverD-281.10,SRP413645,0,2.53,0,0,8.78,0,3.01,0,0,0,0.07,6.17,,,,,,,,,,,,
SRR22802755,WGA,291,1351435742,PRJNA912122,SAMN32225994,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",723864676,UNIVERSITY OF CHICAGO,2022-02-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762553,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.09,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:41:00Z,1,LiverD-281.09,SRP413645,0,1.37,0,0,2.07,0,2.46,0,0,0,0.07,1.94,,,,,,,,,,,,
SRR22802756,WGA,313,2837025237,PRJNA912122,SAMN32225401,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1195327935,UNIVERSITY OF CHICAGO,2021-05-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762556,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-051.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:23:00Z,1,LiverD-051.01,SRP413645,1.862012135,63.13,0,19.01,140.4491162,0.389131809,0.357486354,1.209448772,4.422159976,25.61,1.06,0.297215751,,,,,,,,,,,,
SRR22802757,WGA,291,544596032,PRJNA912122,SAMN32225993,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",289113184,UNIVERSITY OF CHICAGO,2022-02-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762552,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.08,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:50:00Z,1,LiverD-281.08,SRP413645,0,0,0,0,0.02,0,2.26,0,0,0,0.07,0.7,,,,,,,,,,,,
SRR22802758,WGA,291,1206964267,PRJNA912122,SAMN32225992,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",648147677,UNIVERSITY OF CHICAGO,2022-02-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762551,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.07,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:10:00Z,1,LiverD-281.07,SRP413645,0,0,0,0,0,0,0.06,0,0,0,0.07,0.01,,,,,,,,,,,,
SRR22802759,WGA,292,1171574676,PRJNA912122,SAMN32225990,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",617619835,UNIVERSITY OF CHICAGO,2022-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762550,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:25:00Z,1,LiverD-281.05,SRP413645,0,8.72,0,0,1.1,0,0,0,0,0,0.47,0.23,,,,,,,,,,,,
SRR22802760,WGA,291,1706970348,PRJNA912122,SAMN32225989,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",904209256,UNIVERSITY OF CHICAGO,2022-02-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762549,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:34:00Z,1,LiverD-281.04,SRP413645,0,3.73,0,0,0.64,0,0.21,0,0,0,0.07,0.84,,,,,,,,,,,,
SRR22802761,WGA,291,1432838115,PRJNA912122,SAMN32225987,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",769589353,UNIVERSITY OF CHICAGO,2022-02-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762547,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:27:00Z,1,LiverD-281.02,SRP413645,0.007,3.01,0,0.46,95.66,0,45.833,0,0,0.66,0.72,22.264,,,,,,,,,,,,
SRR22802762,WGA,291,1751586461,PRJNA912122,SAMN32225980,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",941749454,UNIVERSITY OF CHICAGO,2022-02-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762546,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-279.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:41:00Z,1,LiverD-279.05,SRP413645,1,40.95,0.66,12.15,0.45,0,0,0,0.73,17.48,1.29,0,,,,,,,,,,,,
SRR22802763,WGA,313,2028793074,PRJNA912122,SAMN32225396,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",864628195,UNIVERSITY OF CHICAGO,2021-05-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762545,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-049.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:05:00Z,1,LiverD-049.01,SRP413645,0.1693793,10.12,0,0.84,347.5549011,5.717840806,1.024371525,0.098968064,0.053810757,0.58,1.79,0.345881417,,,,,,,,,,,,
SRR22802764,WGA,291,1826313070,PRJNA912122,SAMN32225988,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",968665791,UNIVERSITY OF CHICAGO,2022-02-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762548,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-281.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:34:00Z,1,LiverD-281.03,SRP413645,0,0.67,0,0,0.02,0,0,0,0,0,0.07,0,,,,,,,,,,,,
SRR22802765,WGA,290,2346295039,PRJNA912122,SAMN32225286,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1266382865,UNIVERSITY OF CHICAGO,2021-04-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762544,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-006.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:36:00Z,1,LiverD-006.01,SRP413645,0,99.16,0,20.79,34,39.89,0,1.64,12.46,21.34,0.88,0,,,,,,,,,,,,
SRR22802766,WGA,290,1511675221,PRJNA912122,SAMN32225834,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",821130838,UNIVERSITY OF CHICAGO,2022-02-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762543,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-203.11,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:33:00Z,1,LiverD-203.11,SRP413645,0.058,81.96,0,3.31,355.241,0,0.714,0,0.507,3.3,9.54,1.461,,,,,,,,,,,,
SRR22802767,WGA,289,1423224118,PRJNA912122,SAMN32225824,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",783590105,UNIVERSITY OF CHICAGO,2021-09-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762542,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-202.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:18:00Z,1,LiverD-202.03,SRP413645,0,1.81,0,0.54,0,0,0.539,0,0,0.52,0,0.115,,,,,,,,,,,,
SRR22802768,WGA,290,1875918630,PRJNA912122,SAMN32225796,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1010125598,UNIVERSITY OF CHICAGO,2022-02-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762541,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-187.20,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:38:00Z,1,LiverD-187.20,SRP413645,0,57.54,0,3.18,99.15,29.75,5.75,0,6.59,19.65,21.34,9.97,,,,,,,,,,,,
SRR22802769,WGA,291,507454731,PRJNA912122,SAMN32225655,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",273474600,UNIVERSITY OF CHICAGO,2022-02-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762539,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-129.27,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:06:00Z,1,LiverD-129.27,SRP413645,0,7,0,0.01,2.81,0,0,0,0,0.16,5.51,0,,,,,,,,,,,,
SRR22802770,WGA,291,1714657935,PRJNA912122,SAMN32225654,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",919803289,UNIVERSITY OF CHICAGO,2022-02-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762538,USA,North America,"USA: Chicago\, IL",Homo sapiens,NextSeq 500,41.88 N 87.63 W,LiverD-129.26,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:37:00Z,1,LiverD-129.26,SRP413645,0,23.09,0,10.82,5.01,0,0,0,0,4.45,18.91,0,,,,,,,,,,,,
SRR22802771,WGA,314,2938862839,PRJNA912122,SAMN32225998,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1195342652,UNIVERSITY OF CHICAGO,2022-01-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762536,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-283.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:41:00Z,1,LiverD-283.01,SRP413645,71.214,51.63,12.582,10.43,8.404,504.291,0.064,83.825,347.493,32.15,1.23,0,,,,,,,,,,,,
SRR22802772,WGA,314,3816125970,PRJNA912122,SAMN32225986,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1551543304,UNIVERSITY OF CHICAGO,2022-01-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762535,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-281.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:25:00Z,1,LiverD-281.01,SRP413645,6.631,74.56,1.506,7.59,26.728,79.204,0.602,3.476,44.897,20.34,5.05,0,,,,,,,,,,,,
SRR22802773,WGA,314,3203452173,PRJNA912122,SAMN32225979,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1299251088,UNIVERSITY OF CHICAGO,2022-01-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762534,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-279.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:56:00Z,1,LiverD-279.04,SRP413645,2.261,73.28,0.254,6.4,1.679,0,0,0,1.42,20.3,0.86,0,,,,,,,,,,,,
SRR22802774,WGA,314,3019677980,PRJNA912122,SAMN32225999,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1230444813,UNIVERSITY OF CHICAGO,2022-01-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762537,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-284.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:44:00Z,1,LiverD-284.01,SRP413645,0.252,17.82,0,3.68,27.854,0,0.554,0,0.366,2.29,8.91,0.042,,,,,,,,,,,,
SRR22802775,WGA,314,2957999690,PRJNA912122,SAMN32225978,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1197472931,UNIVERSITY OF CHICAGO,2022-01-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762533,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-279.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:25:00Z,1,LiverD-279.03,SRP413645,1.163,96.14,0.943,22.77,6.726,0,0,0,3.763,38.02,1.39,0,,,,,,,,,,,,
SRR22802776,WGA,313,2221794205,PRJNA912122,SAMN32225390,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",948770021,UNIVERSITY OF CHICAGO,2021-05-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762532,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-045.03,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:33:00Z,1,LiverD-045.03,SRP413645,0.139662801,19.72,0.123763988,3.8,29.19359311,1.443711411,0.123465365,0.045360625,0.339209437,10.96,0.54,0.12849019,,,,,,,,,,,,
SRR22802777,WGA,314,2889920782,PRJNA912122,SAMN32225977,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1177108108,UNIVERSITY OF CHICAGO,2022-01-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762531,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-279.02,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:02:00Z,1,LiverD-279.02,SRP413645,1.942,82.04,0.696,20.42,2.15,0,0,0,2.965,33.23,2.13,0,,,,,,,,,,,,
SRR22802778,WGA,314,3141153831,PRJNA912122,SAMN32225976,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1283143928,UNIVERSITY OF CHICAGO,2022-01-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762530,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-279.01,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:52:00Z,1,LiverD-279.01,SRP413645,0.817,69.97,0.714,10.62,11.718,0.066,0.154,0.232,9.888,26.92,0.9,0,,,,,,,,,,,,
SRR22802779,WGA,314,2743565820,PRJNA912122,SAMN32225972,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1101238015,UNIVERSITY OF CHICAGO,2021-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762528,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-270.04,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T03:00:00Z,1,LiverD-270.04,SRP413645,0,13.92,0,0.62,26.498,0.058,0,0,0,1.11,4.06,0,,,,,,,,,,,,
SRR22802780,WGA,313,986915645,PRJNA912122,SAMN32225968,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",403599163,UNIVERSITY OF CHICAGO,2021-12-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX18762527,USA,North America,"USA: Chicago\, IL",Homo sapiens,Illumina NovaSeq 6000,41.88 N 87.63 W,LiverD-268.05,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2022-12-19T00:00:00Z,2022-12-19T02:17:00Z,1,LiverD-268.05,SRP413645,0,0,0,0.62,0.818,0,30.96,0,0,0.24,0.72,26.449,,,,,,,,,,,,
