"","(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one","(2S)-2-[[(2S)-2-azaniumyl-4-methylpentanoyl]amino]-3-phenylpropanoate","(7r)-4,7-Dihydroxy-N,N,N-Trimethyl-10-Oxo-3,5,9-Trioxa-4-Phosphaheptacosan-1-Aminium 4-Oxide","(R)-(+)-Atenolol","(R)-Baclofen","(R,S)-ANATABINE","1,5-isoquinolinediol","1-Isomangostin","1-O-palmitoyl-sn-glycero-3-phosphocholine","1-Oleoylglycerophosphocholine","1-Palmitoylglycerophosphocholine","1-oxo-1,2-dihydroisoquinoline-3-carboxylic acid","1-phenyl-1H-pyrazole-5-carboxylic acid","1453-93-6","15861-40-2","2,3-Diaminonaphthalene","2,3-Diaminonaphthalene (Chimeric precursor selection)","2,6-DIMETHYLQUINOLINE","2-(1H-imidazol-2-yl)benzoic acid","2-Amino-1-phenylethanol","2-methyl-3-(pyridin-2-yl)benzoic acid","2-oxo-1,2,3,4-tetrahydroquinoline-4-carboxylic acid","2-phenyloxazole-5-carboxylic acid","2227803-25-8","23012-16-0","2971-31-5","3-(2-aminocyclohexyl)propanoic acid","3-Acetamidobenzoic acid","3-Acetamidophenol","3-Cyclopropylquinoline-2-carboxylic acid","3-isomangostin","34014-51-2","4-Aminoquinoline-2-carboxylic acid","4-hydroxyisoquinoline-3-carboxylic acid","4-methyl-2-propyl-1,3-oxazole-5-carboxylic acid","4-methylquinoline-6-carboxylic Acid","5-methyl-1-(4-methylphenyl)-1H-pyrazole-4-carboxylic acid","5-methyl-2-(3-methylphenyl)-1H-imidazole-4-carboxylic acid","76474-56-1","8-Aminooctanoic acid","8-HYDROXYQUINOLINE","8-HYDROXYQUINOLINE (Chimeric precursor selection)","8-methylquinoline-5-carboxylic acid","883715-21-7","890-38-0","961-07-9","98483-00-2","Ala-phe","BEPHENIUM","Benzododecinium","Bisdemethoxycurcumin","Butylscopolamine","CHEMBL5028245","CID 6993119","Cer 18:1;2O/16:0","Cer 18:5;2O/9:0;O","Cer 27:5;3O","Cer 34:1;2O","Columbamine","Cratoxyarborenone E","Cratoxylone","D-Tryptophan","D-phenylalanine","D-tyrosine","DL-Tryptophan","Demethoxycurcumin","Fendizoic acid","Feruloylputrescine","GARCINONE D","GLYCOCHENODEOXYCHOLIC ACID","Garcinone C","Glycitein","Glycocholic acid","Glycoursodeoxycholic acid","H-ILE-TRP-OH","H-gamma-glu-phe-oh","Hispidol","INDOLE-3-CARBOXALDEHYDE","INDOLE-3-CARBOXALDEHYDE (Chimeric precursor selection)","Indolizine-1-carboxylic acid","Jatrorrhizine","Jineol","L-phenylalanine","L-tryptophan","L-tyrosine","LETESTUIANIN B","LEVOFLOXACIN","LPC 16:0","LPC 16:1","LPC 18:0","LPC 18:1","LPC 18:2","LPC 18:3","LPE 16:0","LPE 18:0","Levocetirizine","METHYL NICOTINATE","Moxacin","N-(5-acetamidopentyl)acetamide","N-Valylphenylalanine","NCGC00024645-01","NCGC00380823-01!2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","NCIOpen2_005816","Oleamide","PAF C-16-d4","Phe-ala","Piperolein B","Robinetin","SCHEMBL3706","SCHEMBL424527","SPB 18:0;2O","SPB 18:1;2O","Solanidine","Sulfachloropyridazine","TAUROCHENODEOXYCHOLIC ACID","TAUROCHOLIC ACID","TAURODEOXYCHOLIC ACID","Tauroursodeoxycholic acid","Tert-butyl N-[2-(1H-indol-3-yl)-1-(methylcarbamoyl)ethyl]carbamate","UFIPRAZOLE","VORTIOXETINE","Val-Tyr","Vidarabine","Z2961795382","abacavir","amitriptyline","amoxicillin","aspartame","atenolol","atorvastatin","baclofen","berberine","celecoxib","cetirizine","cholic acid","ciprofloxacin","curcumin","daidzein","diphenhydramine","diprotin A","doxepin","doxycycline","enoxolone","famotidine","fluconazole","gabapentin","gamma-Mangostin","genistein","glycodeoxycholic acid","hydroxyzine","lisinopril","loperamide","m-Tyramine","metoprolol","minocycline","minocycline zwitterion","montelukast","mycophenolic acid","naringenin chalcone","nortriptyline","octopamine","ofloxacin","piperine","protriptyline","ranitidine","sertraline","sphingosine","sulfadimethoxine","sulfamethazine","sulfamethizole","sulfapyridine","trans-Zeatin","trazodone","trimethoprim","tryptamine","tyramine","tyramine (Chimeric precursor selection)","valsartan","sample_clean"
"PLCL19006",0,36442,2517,1888,0,0,0,4980,3776,18880,5664,0,0,0,0,0,0,0,0,0,4776,0,0,0,0,0,0,0,12090,796,2490,0,0,0,0,0,0,0,23004,0,0,0,0,7478,14488,2712,6904,0,0,116520,22670,0,0,0,609,0,4064,609,3724,2490,15346,0,2324,2832,0,38300,0,7320,19284,0,0,0,0,0,0,16752,0,0,0,0,5586,0,9296,0,6608,15336,0,944,0,839,1888,0,0,0,4074,0,0,2074,0,0,0,0,0,0,5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7902,2712,1629,0,0,8296,39088,7552,0,0,0,0,0,2556,6824,0,0,0,0,0,0,2072,0,0,6050,0,0,0,0,0,6940,6412,0,0,0,4856,0,8620,0,10890,0,0,0,17610,9710,0,0,0,0,5310,3316,0,7460,0,6412,3206,0,"PLCL19006"
"PLCL19009",0,0,3147,5774,0,0,23940,5640,2140,7110,3210,0,5126,0,0,0,0,0,17941,0,5976,0,0,0,0,0,0,0,20940,996,2820,0,2563,0,4872,0,0,0,3126,697,0,0,0,8652,49760,0,6798,0,0,58398,40860,0,0,0,572,0,8416,572,7848,2820,2820,0,0,15474,0,39970,503,12130,0,0,0,0,0,0,0,33330,0,0,0,71820,11772,143640,0,0,36106,2084,0,535,0,1049,711,0,684,0,4120,0,0,3008,33130,0,0,0,0,0,7343,0,0,0,0,0,0,0,0,41090,0,0,0,0,0,0,0,40280,0,0,0,0,12032,77770,23096,0,0,0,0,0,4084,9056,0,0,0,25110,85300,0,2984,0,0,6980,0,0,0,0,0,0,4880,0,0,0,4456,8560,0,0,17526,0,0,0,10360,89940,0,0,0,0,0,8100,6890,13530,0,4880,2440,0,"PLCL19009"
"PLCL19011",0,110070,2757,0,0,18836,0,5504,10244,27270,15366,0,0,0,0,0,0,35309,0,43850,7146,4632,0,0,0,10808,0,0,14300,1191,2752,0,0,0,9168,0,0,0,0,824,0,0,0,7720,0,2884,0,0,0,161160,31780,0,0,0,504,590,11620,504,10804,2752,2752,0,0,0,0,75410,0,12470,0,0,0,3732,0,0,1426,24945,0,0,0,0,16206,0,0,0,0,0,0,2561,0,919,2727,0,0,82180,3016,0,0,3828,0,0,0,0,0,0,6433,0,0,0,0,0,0,0,0,0,0,0,0,0,11408,0,0,3796,2884,0,468000,0,15312,15330,0,6168,0,0,0,0,40380,16472,0,0,0,0,0,0,5140,0,0,13340,0,0,0,25730,0,8420,3924,0,0,0,0,0,6440,0,6396,0,8300,0,5930,47940,0,0,0,0,329700,3284,0,0,28254,3924,1962,0,"PLCL19011"
"PLCL19014",0,23422,3450,0,0,24276,0,7696,6980,5640,10470,0,0,0,0,0,0,0,0,24540,0,0,0,4488,0,0,0,0,7230,0,5518,0,0,0,4080,0,2244,2244,0,0,0,0,0,8454,2888,0,3048,2955,0,69960,68590,0,0,0,574,0,94160,574,13532,4182,3514,0,0,0,0,11160,0,7560,0,0,4260,24624,0,0,889,3216,2004,0,0,0,20298,0,0,0,0,0,0,1745,0,1150,564,0,0,18810,3235,0,0,5480,0,0,0,0,0,0,8050,1182,0,0,0,0,0,0,0,0,0,0,0,0,7112,0,0,0,0,0,34810,0,21920,7504,0,4072,0,0,0,0,331004,9704,0,3006,0,0,0,0,0,0,0,12090,6390,0,0,0,0,14330,0,0,0,0,5456,5450,0,0,8610,0,0,0,7910,94480,0,0,0,0,617800,3736,0,0,36414,0,0,0,"PLCL19014"
"PLCL19017",0,0,2562,1188,0,0,0,4120,5448,13040,8172,0,0,4872,0,0,0,0,0,1919,8802,0,0,0,0,0,0,0,12960,1467,2060,0,0,0,5960,0,0,0,16368,770,0,0,0,9704,18612,0,12284,3435,0,101340,30350,0,0,0,658,0,112700,658,7736,2060,4728,0,0,3657,0,6550,0,8770,4002,0,0,6582,0,0,0,4719,0,0,0,0,11604,0,0,0,8533,10912,4560,1362,0,854,1304,0,0,0,4492,0,0,10746,0,0,0,0,0,0,5978,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9618,0,0,0,0,42984,11011,4752,6728,0,0,0,0,8044,15944,0,0,0,0,0,0,0,0,0,8530,0,0,0,0,0,14000,2808,0,0,0,0,0,0,0,14460,1140,0,0,20170,24140,0,0,0,76690,0,0,0,9940,0,2808,1404,0,"PLCL19017"
"PLCL19021",0,5247,3480,0,0,7928,0,5104,13200,7260,26350,0,0,0,0,0,0,0,0,36300,0,0,0,0,0,0,0,0,6150,2444,2552,0,0,0,0,0,0,0,3900,0,0,0,0,5982,3696,0,3372,0,0,63420,22980,0,0,0,658,0,7619,658,0,2552,2552,0,0,0,0,0,0,5220,0,0,2224,6468,0,0,0,2469,0,0,0,0,0,0,0,0,0,2600,0,3955,0,1160,726,0,0,8654,2352,0,0,6240,0,0,0,0,0,0,8120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224,0,0,29570,0,24960,5761,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,7080,3336,0,0,0,0,0,0,0,0,0,0,0,0,0,9666,0,0,0,10570,30370,0,0,0,0,42640,0,0,0,11892,0,0,0,"PLCL19021"
"PLCL19024",0,0,2835,0,0,0,0,4696,16202,29470,31538,0,0,2172,0,0,0,0,0,0,3306,0,0,0,0,0,0,0,9910,2587,2348,0,0,0,4048,0,0,0,9240,534,0,0,0,7850,22864,0,4438,3090,3206,178140,32010,0,0,0,633,0,22730,633,3284,2348,5492,0,0,1674,0,7300,0,5790,4716,0,0,0,0,0,29820,3651,14800,0,0,0,4926,0,0,0,3906,6160,5144,4774,0,945,2947,0,0,0,3640,0,0,11356,0,0,34380,0,0,0,6615,1236,0,5138,0,0,0,0,0,5000,0,0,0,0,238560,0,0,4304,0,0,0,0,45424,8519,0,0,0,111000,0,0,7044,11600,0,22200,28854,0,0,21150,0,0,0,7260,0,0,0,0,0,23610,0,0,0,0,0,174290,0,0,8592,1286,0,0,0,13990,0,0,0,1650000,0,0,65730,0,0,0,0,0,"PLCL19024"
"PLCL19219",0,0,2601,2458,0,0,1155,5040,19884,46340,29826,0,0,0,0,0,0,0,0,0,11238,0,0,0,0,0,0,0,25930,1873,2520,0,0,0,15688,0,0,0,23898,2210,0,0,0,9814,18312,0,5644,0,0,365700,37560,0,0,0,639,0,121900,639,3512,2520,11700,0,1976,4839,0,14230,0,23960,13770,0,0,8556,0,0,0,14016,0,0,0,3465,5268,6930,7904,0,11291,15932,6312,4971,0,867,4634,0,0,0,5635,0,0,8628,0,0,0,0,0,0,6069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13894,0,0,0,0,34512,32704,9832,14584,0,0,0,0,8540,21400,0,0,0,0,0,0,0,0,0,7790,0,0,0,13640,0,25950,3028,0,0,0,0,0,0,0,24528,1578,0,0,12500,7330,0,0,0,0,0,0,0,0,0,3028,1514,0,"PLCL19219"
"PLCL19246",0,30884,3114,1410,0,0,0,4608,26754,46810,54916,0,0,0,6426,0,0,0,0,699,7854,0,0,0,0,0,0,0,21610,3981,2304,0,0,0,7160,0,0,0,8490,582,1638,2772,0,9548,58400,7564,6808,3210,0,340620,37220,0,0,0,605,0,14480,605,9680,2304,4704,0,0,5796,0,25320,0,5360,3600,0,0,4572,21147,0,0,6117,0,1638,1638,0,14520,0,0,0,13524,5660,4448,8167,0,1038,4681,0,0,0,5337,0,0,7298,0,0,0,0,0,0,7266,1284,0,0,26960,0,0,0,0,0,13110,107840,8740,21850,0,0,0,7730,7564,0,0,0,29192,14273,5640,4800,0,0,0,0,7100,16808,0,0,0,0,0,0,3348,0,0,7750,0,0,0,52170,0,7070,3536,0,0,0,6144,0,23520,0,13764,1112,0,0,16450,32910,0,0,0,0,0,0,0,0,0,3536,1768,0,"PLCL19246"
"PLCL19273",0,0,2817,1644,0,7760,0,5088,7612,15700,20508,0,0,0,1641,0,0,6390,0,7327,0,0,0,0,0,0,0,0,8450,0,2544,0,0,0,0,0,0,0,0,0,547,1094,0,10638,17480,0,4040,0,0,118380,39220,0,0,0,784,0,1491,784,4024,2544,2544,0,0,3777,0,28640,0,0,0,0,0,0,0,0,0,8037,0,547,547,0,6036,0,0,0,8813,0,0,2812,0,939,1570,0,1405,0,5875,0,0,1380,0,0,0,0,0,0,6573,0,0,0,0,0,0,0,0,7100,0,0,0,0,0,0,0,5634,0,0,61720,0,5520,18753,6576,0,0,0,0,0,3928,4416,0,0,0,0,0,0,4208,0,0,7190,0,0,0,7070,0,0,20020,0,0,0,0,0,0,0,5160,0,0,0,10700,75940,0,0,0,0,34800,4036,0,0,11640,20020,10010,0,"PLCL19273"
"PLCL19276",0,0,2961,0,0,0,0,5732,0,0,0,0,0,0,14592,0,0,0,0,0,0,0,0,0,0,0,0,0,7390,2728,2866,0,0,0,0,0,0,0,3306,0,4864,9728,0,7594,21872,3272,1000,0,0,13308,48430,0,0,0,637,0,1781,637,2752,2866,2866,0,0,4422,0,5660,0,0,0,0,0,0,0,0,0,5745,0,4864,4864,0,4128,0,0,0,10318,2204,0,0,0,987,0,0,0,0,4063,0,0,0,0,0,0,0,0,0,6909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840,3272,0,0,0,0,13405,0,6376,0,0,0,0,2436,0,0,0,0,0,0,0,0,0,0,7880,0,0,0,16070,0,0,0,0,0,0,0,0,0,0,5766,0,0,0,0,52980,0,0,0,0,0,3068,0,0,0,0,0,0,"PLCL19276"
"PLCL19278",0,18914,2754,1062,0,5124,0,5988,2280,18170,3420,0,0,0,0,0,0,3145,0,5422,6348,0,0,0,0,0,0,0,10770,6154,2994,0,0,0,4832,0,0,0,0,713,0,0,0,10380,15832,0,3110,0,0,101280,24060,0,0,0,555,0,2044,555,2728,2994,2994,0,1474,2121,0,10680,0,7910,0,0,0,0,12978,0,0,11860,0,0,0,0,4092,0,5896,0,4949,0,0,570,0,918,1817,0,0,0,4727,0,0,3956,0,0,0,0,0,0,6426,0,0,0,0,0,0,0,0,0,9156,0,6104,15260,0,0,0,5860,0,0,48100,0,15824,21140,4248,0,0,0,0,0,4172,8104,0,0,0,0,0,0,2480,0,0,7730,0,0,0,55930,0,0,0,0,0,0,0,0,0,0,17640,0,0,0,13140,58050,0,0,0,0,132900,3712,0,0,7686,0,0,0,"PLCL19278"
"PLCL19283",0,0,2934,0,0,0,0,5816,4220,11930,6330,0,0,0,30240,0,0,0,0,0,0,0,0,0,0,0,0,0,5270,0,2908,0,0,0,0,0,0,0,3420,0,10080,20160,0,6540,41880,0,2772,0,0,84180,31140,0,0,0,582,0,9923,582,36020,2908,2908,0,0,2787,0,17920,0,0,0,0,0,0,0,0,0,1692,0,10080,10080,0,54030,0,0,0,6503,2280,0,1055,0,978,1193,0,0,0,2900,0,0,3848,0,0,0,0,0,0,6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9220,0,4626,0,0,0,0,15392,3948,0,6768,0,0,0,0,28176,0,0,0,0,0,0,0,3420,0,0,6420,0,0,0,7730,0,0,8408,0,0,0,0,0,0,0,9678,0,0,0,18280,98770,0,0,88830,0,0,3148,0,8960,0,8408,4204,0,"PLCL19283"
"PLCL19286",8649,0,3006,0,0,0,0,6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5470,0,3064,0,0,0,0,0,0,0,0,0,0,0,0,11112,48720,0,1090,4320,0,4278,40320,0,0,0,0,0,0,0,5812,3064,3064,0,0,3936,0,135610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8718,0,0,0,9184,0,0,0,0,1002,0,2898,2784,0,23490,28434,0,0,0,0,0,0,0,0,7014,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2332,0,0,0,0,0,0,0,10400,0,0,0,12186,0,0,20181,0,0,0,0,0,4356,0,0,6140,0,0,0,0,0,0,27684,0,0,0,0,0,0,0,0,0,0,0,5160,17060,0,0,0,0,0,2032,0,0,0,27684,13842,0,"PLCL19286"
"PLCL19291",0,16275,3357,0,0,0,0,5412,2996,7570,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7050,0,2706,0,0,0,0,0,0,0,0,0,0,0,0,7118,12532,7236,0,0,0,76920,39620,0,0,0,671,0,21850,671,2184,2706,2706,0,0,3375,0,34880,0,0,0,0,0,5892,5103,0,0,1845,0,0,0,0,3276,0,0,0,7875,0,0,749,0,1119,757,0,0,0,3780,0,0,1294,0,0,0,0,0,0,7833,0,0,0,40560,0,0,0,0,0,1662,162240,1108,2770,0,0,0,2550,7236,0,0,0,5176,4305,0,0,0,0,10806,0,2668,6952,0,0,0,0,0,0,12980,0,0,7390,0,9582,0,37780,0,0,0,0,0,0,0,0,0,0,3732,0,0,0,0,91450,0,0,0,0,0,0,0,0,0,0,0,0,"PLCL19291"
"PLCL19460",0,0,2481,0,0,0,0,5312,2588,0,3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656,0,0,0,0,0,0,0,4314,0,0,0,0,9878,13712,0,1296,0,0,36552,27130,0,0,0,889,0,6093,889,6172,2656,2656,0,0,0,0,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9258,0,0,0,0,2876,0,647,0,827,0,0,0,0,5491,0,0,0,0,0,0,0,0,0,5789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0,0,0,0,0,0,12016,0,0,0,0,2256,0,0,0,0,0,0,0,0,0,0,8820,0,0,0,26610,0,0,48200,0,0,0,0,0,5940,0,0,0,0,0,7830,16340,0,0,0,0,0,0,0,0,0,48200,24100,0,"PLCL19460"
"PLCL19578",0,15085,3345,0,0,0,3903,6820,3080,8870,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410,0,0,0,0,0,0,0,0,0,15682,47046,0,6516,12300,3320,0,0,0,73500,31710,0,0,0,554,0,18260,554,3484,3410,3410,0,0,1521,0,20610,0,0,0,0,0,11802,0,0,731,1959,0,0,0,11709,5226,23418,0,0,3549,0,0,770,0,1115,887,0,0,0,3101,0,0,4286,0,0,0,0,0,0,7805,0,0,0,0,0,0,0,0,0,0,0,0,0,5848,0,0,5216,3320,0,0,0,17144,4571,0,8760,0,0,0,0,8532,4656,0,0,0,0,0,7270,3472,0,0,6550,0,0,0,25930,0,88300,2460,0,0,0,0,15490,5440,0,9294,0,0,0,0,48270,0,0,0,0,0,3596,8270,0,0,2460,1230,0,"PLCL19578"
"PLCL19579",0,46179,3309,0,0,0,0,5380,2784,16870,11136,0,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450,0,2690,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,111840,27700,0,0,0,657,0,58750,657,8680,2690,2690,0,1372,0,0,9470,0,0,0,0,0,16752,0,0,0,0,0,0,0,0,13020,0,5488,0,0,0,0,1392,0,1103,1687,0,0,0,2944,0,0,8514,0,0,0,0,0,0,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966,0,0,0,0,34056,0,0,0,0,0,0,0,13356,5560,0,0,0,0,0,0,9356,0,0,6330,0,0,0,30390,0,49380,2596,0,0,0,4744,0,17860,0,4386,0,0,0,9490,0,0,0,0,0,0,3836,0,0,0,2596,1298,0,"PLCL19579"
"PLCL19580",0,14133,3207,3370,0,0,2178,5160,16556,40390,24834,0,0,0,1941,0,0,0,0,6367,12258,0,0,0,0,0,6110,0,25330,2043,2580,0,0,0,14496,0,0,0,26436,1967,647,1294,0,7174,17092,0,4472,0,0,224520,33520,0,0,0,626,0,7784,626,0,2580,8328,0,0,5799,0,14930,0,33630,8622,0,2220,11646,3542,0,4785,14142,2552,647,647,6534,0,13068,0,0,13531,17624,5880,4139,0,1069,4039,0,0,0,4048,0,0,11276,0,0,0,0,0,0,7483,0,0,0,0,0,0,0,0,34460,0,0,0,0,38280,0,0,29620,0,0,0,0,45104,32998,13480,8352,0,5740,0,0,7408,27224,0,3828,0,0,0,14240,0,0,0,9190,3330,0,0,29770,0,11590,0,0,0,0,0,41290,0,0,34176,1470,0,0,44440,30600,0,0,0,0,0,7728,20270,0,0,0,0,0,"PLCL19580"
"PLCL19591",0,0,3168,0,0,0,0,5900,0,0,0,0,0,0,7566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,0,0,0,0,0,0,0,0,0,2522,5044,0,6342,7828,0,0,0,0,36984,26260,0,0,0,680,0,846,680,2724,2950,2950,0,0,0,0,17090,0,0,0,0,0,0,0,0,1695,0,0,2522,2522,0,4086,0,0,0,0,0,0,0,0,1056,0,0,792,0,2527,0,0,0,0,0,0,0,0,0,7392,0,0,0,0,0,0,0,0,0,0,0,0,0,13560,0,0,1334,0,0,0,0,0,0,0,6128,0,0,0,0,0,0,0,0,0,0,4958,0,3436,0,0,8150,0,0,0,9710,0,0,0,0,0,0,0,10380,0,0,0,0,0,0,0,89490,0,0,0,0,0,0,7080,0,0,0,0,0,"PLCL19591"
"PLCL19593",0,13153,3159,0,0,0,0,5296,3572,0,5358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648,0,0,0,0,0,0,0,0,0,0,0,0,6370,44280,2144,1536,0,0,38772,36960,0,0,0,605,0,8764,605,11348,2648,2648,0,0,2811,0,7600,0,0,0,0,0,4992,0,0,0,2031,2780,0,0,0,17022,0,0,0,6559,0,0,893,0,1053,0,0,0,0,3247,0,0,4256,0,0,0,0,0,0,7371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6366,2144,0,0,0,17024,4739,0,0,0,5070,0,0,18388,0,0,4170,0,0,0,0,0,0,0,8590,0,0,0,0,0,18890,6608,0,0,0,14496,19520,6750,0,10368,0,0,0,0,51400,0,0,0,0,0,4420,9690,0,0,6608,3304,0,"PLCL19593"
"PLCL19598",0,0,3588,0,0,0,0,5568,0,18590,0,0,0,0,0,0,0,0,0,1063,0,0,0,0,0,0,0,0,0,0,2784,0,0,0,0,0,0,0,0,0,0,0,0,7432,5952,0,0,3020,0,183360,31350,0,0,0,582,0,9262,582,7072,2784,2784,0,0,0,0,0,0,0,0,10204,0,0,0,5102,2175,1581,0,0,0,0,10608,0,0,0,0,0,0,0,0,1196,1859,0,0,0,3744,0,0,1404,0,0,0,0,0,0,8372,1208,0,0,0,0,0,0,0,0,2262,0,1508,3770,17400,0,0,0,0,7194,0,0,5616,3689,0,0,0,5970,224600,0,2764,4472,0,0,0,0,0,0,0,0,0,6590,0,0,10204,8960,0,6270,0,0,0,0,0,14840,0,0,0,0,0,0,5260,0,0,0,0,0,0,3228,7240,0,0,0,0,0,"PLCL19598"
"PLCL19603",0,27741,2700,1238,0,0,0,5324,0,17290,0,0,0,0,0,0,0,0,0,1435,7422,0,0,0,0,0,0,0,16650,1237,2662,0,0,0,8512,0,0,0,0,1452,0,0,0,10606,42880,3472,6642,0,0,98220,0,0,0,0,762,0,11440,762,12956,2662,2662,0,0,3984,0,0,0,16100,0,0,0,0,0,0,0,9495,0,0,0,0,19434,0,0,0,9296,0,4776,0,0,900,1729,0,0,775,4525,0,0,6436,0,0,0,0,0,0,6300,0,0,0,0,0,0,0,5088,0,0,0,0,0,0,0,0,8238,3472,0,0,0,25744,22155,4952,6696,0,0,0,0,15108,12168,0,0,0,0,0,0,4000,0,0,5490,0,0,0,6200,0,62210,8980,0,0,0,10736,0,7270,0,19614,1194,0,0,10660,28100,0,0,0,0,8980,4428,5500,0,0,8980,4490,0,"PLCL19603"
"PLCL19604",1596,0,3591,0,0,0,0,5216,2866,0,11464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608,0,0,0,0,0,0,0,0,0,0,0,0,6586,0,0,0,0,0,27408,44130,0,0,0,574,0,3596,574,0,2608,2608,0,0,0,0,40580,0,0,0,0,0,0,5369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,1197,0,0,0,0,2680,7175,0,0,0,0,0,0,0,0,8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,0,0,0,0,0,0,0,0,3075,0,0,3724,0,0,0,0,0,0,0,0,7360,0,0,0,5690,0,0,45080,0,0,0,4288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,0,0,0,45080,22540,0,"PLCL19604"
"PLCL19611",0,0,3489,0,0,0,0,5772,0,0,0,0,0,0,4863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886,0,0,0,0,0,0,0,0,0,1621,3242,0,6684,5696,0,0,0,0,38118,32630,0,0,0,606,0,978,606,3232,2886,2886,0,0,0,0,14930,0,0,0,0,0,0,0,0,0,0,0,1621,1621,0,4848,0,0,0,0,0,0,0,0,1163,0,0,683,0,3644,0,0,0,0,0,0,0,0,0,8141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,5320,0,0,0,0,0,0,0,0,0,0,2986,0,3404,0,0,6420,0,0,0,6170,0,0,0,0,0,0,0,7110,0,0,0,0,0,0,0,79740,0,0,0,0,0,0,6170,0,0,0,0,0,"PLCL19611"
"PLCL19613",0,56882,3414,0,0,0,0,5480,8616,18820,12924,0,0,3642,0,0,0,0,0,761,4668,0,0,0,0,0,0,0,13780,4902,2740,0,0,0,0,0,0,0,3888,0,0,0,0,6738,24672,4436,4008,0,0,149400,37090,0,0,0,641,0,29760,641,14020,2740,2740,0,0,3903,0,14970,0,5870,0,0,0,6834,0,0,0,3921,0,0,0,0,21030,0,0,0,9107,2592,0,2154,0,1138,1882,0,0,0,2671,0,0,8242,0,0,0,0,0,0,7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13326,4436,0,0,0,32968,9149,0,5664,0,0,0,0,7780,8064,0,0,0,0,0,0,7176,0,0,7320,0,0,0,5820,0,73480,0,0,0,0,7824,0,6590,0,26064,0,0,0,22030,0,0,0,0,0,0,3836,0,0,0,0,0,0,"PLCL19613"
"PLCL19615",0,15876,1986,0,0,0,0,5332,3968,0,5952,0,0,0,5478,0,0,0,0,1293,0,0,0,0,0,0,0,0,5760,0,2666,0,0,0,0,0,0,0,0,0,913,913,0,10440,157120,2316,27560,3175,864,38544,43160,0,0,0,607,0,14320,607,14296,2666,2666,0,0,2934,0,29670,0,0,0,0,0,0,0,0,4547,2199,3348,913,913,0,21444,0,0,0,6846,0,0,992,0,662,0,0,0,0,8546,0,0,5858,0,0,0,0,0,0,4634,1270,0,0,0,0,0,0,0,0,0,0,0,0,36376,0,0,0,2316,0,0,0,23432,5131,0,0,0,15960,2178,0,11392,0,0,5022,7776,0,12916,0,2576,0,0,6960,0,0,0,0,0,54460,6492,0,0,0,5816,22140,6070,0,5136,0,0,0,8250,46460,0,0,0,0,0,2876,12570,0,0,6492,3246,0,"PLCL19615"
