sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
9002000001343701LL,EGAN00001374065,SAMEA3885840,EGAR00001420486,EGAX00001383382,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001343962LL,EGAN00001373861,SAMEA3885636,EGAR00001420487,EGAX00001383383,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001344389LL,EGAN00001373678,SAMEA3885453,EGAR00001420488,EGAX00001383384,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001345107LL,EGAN00001373679,SAMEA3885454,EGAR00001420489,EGAX00001383385,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001345635LL,EGAN00001373818,SAMEA3885593,EGAR00001420490,EGAX00001383386,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001345690LL,EGAN00001374278,SAMEA3886053,EGAR00001420491,EGAX00001383387,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001346051LL,EGAN00001374344,SAMEA3886119,EGAR00001420492,EGAX00001383388,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001346540LL,EGAN00001373654,SAMEA3885429,EGAR00001420493,EGAX00001383389,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001347021LL,EGAN00001374183,SAMEA3885958,EGAR00001420494,EGAX00001383390,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001347611LL,EGAN00001374209,SAMEA3885984,EGAR00001420495,EGAX00001383391,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001348430LL,EGAN00001374383,SAMEA3886158,EGAR00001420496,EGAX00001383392,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001348664LL,EGAN00001373994,SAMEA3885769,EGAR00001420497,EGAX00001383393,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001348870LL,EGAN00001373987,SAMEA3885762,EGAR00001420498,EGAX00001383394,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001349142LL,EGAN00001373916,SAMEA3885691,EGAR00001420499,EGAX00001383395,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001349429LL,EGAN00001373768,SAMEA3885543,EGAR00001420500,EGAX00001383396,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001349877LL,EGAN00001374174,SAMEA3885949,EGAR00001420501,EGAX00001383397,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001349975LL,EGAN00001373591,SAMEA3885366,EGAR00001420502,EGAX00001383398,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001350303LL,EGAN00001374450,SAMEA3886225,EGAR00001420503,EGAX00001383399,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001350528LL,EGAN00001374179,SAMEA3885954,EGAR00001420504,EGAX00001383400,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001350789LL,EGAN00001374241,SAMEA3886016,EGAR00001420505,EGAX00001383401,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001350920LL,EGAN00001373852,SAMEA3885627,EGAR00001420506,EGAX00001383402,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001351070LL,EGAN00001374034,SAMEA3885809,EGAR00001420507,EGAX00001383403,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001351641LL,EGAN00001374542,SAMEA3886317,EGAR00001420508,EGAX00001383404,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001352086LL,EGAN00001373660,SAMEA3885435,EGAR00001420509,EGAX00001383405,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001352282LL,EGAN00001374332,SAMEA3886107,EGAR00001420510,EGAX00001383406,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001352578LL,EGAN00001373888,SAMEA3885663,EGAR00001420511,EGAX00001383407,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001352980LL,EGAN00001374001,SAMEA3885776,EGAR00001420512,EGAX00001383408,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001353332LL,EGAN00001374305,SAMEA3886080,EGAR00001420513,EGAX00001383409,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001353780LL,EGAN00001373922,SAMEA3885697,EGAR00001420514,EGAX00001383410,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001354053LL,EGAN00001374284,SAMEA3886059,EGAR00001420515,EGAX00001383411,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001354198LL,EGAN00001374661,SAMEA3886436,EGAR00001420516,EGAX00001383412,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001354400LL,EGAN00001374257,SAMEA3886032,EGAR00001420517,EGAX00001383413,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001354705LL,EGAN00001373898,SAMEA3885673,EGAR00001420518,EGAX00001383414,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001354750LL,EGAN00001373767,SAMEA3885542,EGAR00001420519,EGAX00001383415,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001355177LL,EGAN00001374003,SAMEA3885778,EGAR00001420520,EGAX00001383416,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001355328LL,EGAN00001373718,SAMEA3885493,EGAR00001420521,EGAX00001383417,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001355604LL,EGAN00001373729,SAMEA3885504,EGAR00001420522,EGAX00001383418,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001356020LL,EGAN00001373896,SAMEA3885671,EGAR00001420523,EGAX00001383419,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001356183LL,EGAN00001373609,SAMEA3885384,EGAR00001420524,EGAX00001383420,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001356540LL,EGAN00001374492,SAMEA3886267,EGAR00001420525,EGAX00001383421,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001357046LL,EGAN00001374338,SAMEA3886113,EGAR00001420526,EGAX00001383422,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001357298LL,EGAN00001373709,SAMEA3885484,EGAR00001420527,EGAX00001383423,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001357654LL,EGAN00001374169,SAMEA3885944,EGAR00001420528,EGAX00001383424,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001358007LL,EGAN00001373637,SAMEA3885412,EGAR00001420529,EGAX00001383425,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001358624LL,EGAN00001374497,SAMEA3886272,EGAR00001420530,EGAX00001383426,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001358811LL,EGAN00001373923,SAMEA3885698,EGAR00001420531,EGAX00001383427,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001359210LL,EGAN00001374534,SAMEA3886309,EGAR00001420532,EGAX00001383428,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001359327LL,EGAN00001373903,SAMEA3885678,EGAR00001420533,EGAX00001383429,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001359499LL,EGAN00001373686,SAMEA3885461,EGAR00001420534,EGAX00001383430,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001359819LL,EGAN00001374031,SAMEA3885806,EGAR00001420535,EGAX00001383431,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001360100LL,EGAN00001374499,SAMEA3886274,EGAR00001420536,EGAX00001383432,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001360150LL,EGAN00001374073,SAMEA3885848,EGAR00001420537,EGAX00001383433,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001360382LL,EGAN00001374486,SAMEA3886261,EGAR00001420538,EGAX00001383434,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001360604LL,EGAN00001373563,SAMEA3885338,EGAR00001420539,EGAX00001383435,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001361058LL,EGAN00001373785,SAMEA3885560,EGAR00001420540,EGAX00001383436,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001361192LL,EGAN00001373745,SAMEA3885520,EGAR00001420541,EGAX00001383437,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001361460LL,EGAN00001374062,SAMEA3885837,EGAR00001420542,EGAX00001383438,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001361675LL,EGAN00001374312,SAMEA3886087,EGAR00001420543,EGAX00001383439,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001361915LL,EGAN00001374246,SAMEA3886021,EGAR00001420544,EGAX00001383440,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001362020LL,EGAN00001373857,SAMEA3885632,EGAR00001420545,EGAX00001383441,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001362500LL,EGAN00001373690,SAMEA3885465,EGAR00001420546,EGAX00001383442,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001363357LL,EGAN00001374296,SAMEA3886071,EGAR00001420547,EGAX00001383443,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001364603LL,EGAN00001374587,SAMEA3886362,EGAR00001420548,EGAX00001383444,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001364710LL,EGAN00001374517,SAMEA3886292,EGAR00001420549,EGAX00001383445,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001365253LL,EGAN00001374396,SAMEA3886171,EGAR00001420550,EGAX00001383446,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001365670LL,EGAN00001374515,SAMEA3886290,EGAR00001420551,EGAX00001383447,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001366054LL,EGAN00001373905,SAMEA3885680,EGAR00001420552,EGAX00001383448,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001366180LL,EGAN00001373867,SAMEA3885642,EGAR00001420553,EGAX00001383449,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001366232LL,EGAN00001373562,SAMEA3885337,EGAR00001420554,EGAX00001383450,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001366751LL,EGAN00001373626,SAMEA3885401,EGAR00001420555,EGAX00001383451,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001366850LL,EGAN00001374391,SAMEA3886166,EGAR00001420556,EGAX00001383452,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001367051LL,EGAN00001373685,SAMEA3885460,EGAR00001420557,EGAX00001383453,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001367560LL,EGAN00001374577,SAMEA3886352,EGAR00001420558,EGAX00001383454,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001367982LL,EGAN00001373657,SAMEA3885432,EGAR00001420559,EGAX00001383455,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001368095LL,EGAN00001373918,SAMEA3885693,EGAR00001420560,EGAX00001383456,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001368870LL,EGAN00001373760,SAMEA3885535,EGAR00001420561,EGAX00001383457,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001369109LL,EGAN00001373780,SAMEA3885555,EGAR00001420562,EGAX00001383458,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001369486LL,EGAN00001374170,SAMEA3885945,EGAR00001420563,EGAX00001383459,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001369744LL,EGAN00001374030,SAMEA3885805,EGAR00001420564,EGAX00001383460,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001369978LL,EGAN00001373881,SAMEA3885656,EGAR00001420565,EGAX00001383461,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001370100LL,EGAN00001374578,SAMEA3886353,EGAR00001420566,EGAX00001383462,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001370370LL,EGAN00001373743,SAMEA3885518,EGAR00001420567,EGAX00001383463,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001370790LL,EGAN00001374043,SAMEA3885818,EGAR00001420568,EGAX00001383464,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001371380LL,EGAN00001374033,SAMEA3885808,EGAR00001420569,EGAX00001383465,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001371690LL,EGAN00001374007,SAMEA3885782,EGAR00001420570,EGAX00001383466,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001371813LL,EGAN00001373701,SAMEA3885476,EGAR00001420571,EGAX00001383467,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001372130LL,EGAN00001374668,SAMEA3886443,EGAR00001420572,EGAX00001383468,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001373175LL,EGAN00001373655,SAMEA3885430,EGAR00001420573,EGAX00001383469,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001373308LL,EGAN00001373788,SAMEA3885563,EGAR00001420574,EGAX00001383470,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001373550LL,EGAN00001373921,SAMEA3885696,EGAR00001420575,EGAX00001383471,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001374060LL,EGAN00001373879,SAMEA3885654,EGAR00001420576,EGAX00001383472,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001374280LL,EGAN00001373557,SAMEA3885332,EGAR00001420577,EGAX00001383473,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001374630LL,EGAN00001374207,SAMEA3885982,EGAR00001420578,EGAX00001383474,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001374735LL,EGAN00001374294,SAMEA3886069,EGAR00001420579,EGAX00001383475,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001375110LL,EGAN00001374611,SAMEA3886386,EGAR00001420580,EGAX00001383476,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001375460LL,EGAN00001373983,SAMEA3885758,EGAR00001420581,EGAX00001383477,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001375980LL,EGAN00001374301,SAMEA3886076,EGAR00001420582,EGAX00001383478,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001376337LL,EGAN00001374463,SAMEA3886238,EGAR00001420583,EGAX00001383479,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001376829LL,EGAN00001374421,SAMEA3886196,EGAR00001420584,EGAX00001383480,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001376990LL,EGAN00001374180,SAMEA3885955,EGAR00001420585,EGAX00001383481,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001377460LL,EGAN00001374022,SAMEA3885797,EGAR00001420586,EGAX00001383482,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001377630LL,EGAN00001374013,SAMEA3885788,EGAR00001420587,EGAX00001383483,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001377910LL,EGAN00001373944,SAMEA3885719,EGAR00001420588,EGAX00001383484,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001378270LL,EGAN00001374333,SAMEA3886108,EGAR00001420589,EGAX00001383485,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001378550LL,EGAN00001374546,SAMEA3886321,EGAR00001420590,EGAX00001383486,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001378600LL,EGAN00001374489,SAMEA3886264,EGAR00001420591,EGAX00001383487,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001378910LL,EGAN00001373795,SAMEA3885570,EGAR00001420592,EGAX00001383488,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001379150LL,EGAN00001373705,SAMEA3885480,EGAR00001420593,EGAX00001383489,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001379650LL,EGAN00001374189,SAMEA3885964,EGAR00001420594,EGAX00001383490,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001379740LL,EGAN00001374565,SAMEA3886340,EGAR00001420595,EGAX00001383491,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001380210LL,EGAN00001373573,SAMEA3885348,EGAR00001420596,EGAX00001383492,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001380545LL,EGAN00001374552,SAMEA3886327,EGAR00001420597,EGAX00001383493,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001380625LL,EGAN00001373939,SAMEA3885714,EGAR00001420598,EGAX00001383494,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001380900LL,EGAN00001373542,SAMEA3885317,EGAR00001420599,EGAX00001383495,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001381370LL,EGAN00001373673,SAMEA3885448,EGAR00001420600,EGAX00001383496,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001381480LL,EGAN00001374484,SAMEA3886259,EGAR00001420601,EGAX00001383497,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001381678LL,EGAN00001373671,SAMEA3885446,EGAR00001420602,EGAX00001383498,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001381790LL,EGAN00001374321,SAMEA3886096,EGAR00001420603,EGAX00001383499,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001382110LL,EGAN00001374535,SAMEA3886310,EGAR00001420604,EGAX00001383500,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001382817LL,EGAN00001374021,SAMEA3885796,EGAR00001420605,EGAX00001383501,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001382835LL,EGAN00001374540,SAMEA3886315,EGAR00001420606,EGAX00001383502,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001383108LL,EGAN00001374014,SAMEA3885789,EGAR00001420607,EGAX00001383503,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001383270LL,EGAN00001374310,SAMEA3886085,EGAR00001420608,EGAX00001383504,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001383360LL,EGAN00001374533,SAMEA3886308,EGAR00001420609,EGAX00001383505,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001383730LL,EGAN00001373639,SAMEA3885414,EGAR00001420610,EGAX00001383506,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001384160LL,EGAN00001373582,SAMEA3885357,EGAR00001420611,EGAX00001383507,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001384430LL,EGAN00001374564,SAMEA3886339,EGAR00001420612,EGAX00001383508,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001384580LL,EGAN00001374018,SAMEA3885793,EGAR00001420613,EGAX00001383509,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001384850LL,EGAN00001373576,SAMEA3885351,EGAR00001420614,EGAX00001383510,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001384880LL,EGAN00001374403,SAMEA3886178,EGAR00001420615,EGAX00001383511,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001385120LL,EGAN00001374000,SAMEA3885775,EGAR00001420616,EGAX00001383512,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001385621LL,EGAN00001374019,SAMEA3885794,EGAR00001420617,EGAX00001383513,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001385780LL,EGAN00001373638,SAMEA3885413,EGAR00001420618,EGAX00001383514,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001386262LL,EGAN00001374437,SAMEA3886212,EGAR00001420619,EGAX00001383515,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001386271LL,EGAN00001373842,SAMEA3885617,EGAR00001420620,EGAX00001383516,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001386478LL,EGAN00001374602,SAMEA3886377,EGAR00001420621,EGAX00001383517,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001386790LL,EGAN00001373773,SAMEA3885548,EGAR00001420622,EGAX00001383518,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001386960LL,EGAN00001373860,SAMEA3885635,EGAR00001420623,EGAX00001383519,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001387200LL,EGAN00001373993,SAMEA3885768,EGAR00001420624,EGAX00001383520,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001387519LL,EGAN00001374607,SAMEA3886382,EGAR00001420625,EGAX00001383521,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001387830LL,EGAN00001373564,SAMEA3885339,EGAR00001420626,EGAX00001383522,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001388024LL,EGAN00001374324,SAMEA3886099,EGAR00001420627,EGAX00001383523,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001388285LL,EGAN00001373893,SAMEA3885668,EGAR00001420628,EGAX00001383524,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001388561LL,EGAN00001374543,SAMEA3886318,EGAR00001420629,EGAX00001383525,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001388991LL,EGAN00001374485,SAMEA3886260,EGAR00001420630,EGAX00001383526,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001389012LL,EGAN00001373911,SAMEA3885686,EGAR00001420631,EGAX00001383527,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001390130LL,EGAN00001373584,SAMEA3885359,EGAR00001420632,EGAX00001383528,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001390280LL,EGAN00001373649,SAMEA3885424,EGAR00001420633,EGAX00001383529,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001390345LL,EGAN00001374382,SAMEA3886157,EGAR00001420634,EGAX00001383530,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001390757LL,EGAN00001374079,SAMEA3885854,EGAR00001420635,EGAX00001383531,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001390837LL,EGAN00001374556,SAMEA3886331,EGAR00001420636,EGAX00001383532,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001390870LL,EGAN00001373544,SAMEA3885319,EGAR00001420637,EGAX00001383533,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001391070LL,EGAN00001374050,SAMEA3885825,EGAR00001420638,EGAX00001383534,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001391220LL,EGAN00001374589,SAMEA3886364,EGAR00001420639,EGAX00001383535,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001391235LL,EGAN00001374459,SAMEA3886234,EGAR00001420640,EGAX00001383536,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001391360LL,EGAN00001374585,SAMEA3886360,EGAR00001420641,EGAX00001383537,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001391520LL,EGAN00001374048,SAMEA3885823,EGAR00001420642,EGAX00001383538,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001391709LL,EGAN00001373912,SAMEA3885687,EGAR00001420643,EGAX00001383539,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001392152LL,EGAN00001374537,SAMEA3886312,EGAR00001420644,EGAX00001383540,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001392439LL,EGAN00001373989,SAMEA3885764,EGAR00001420645,EGAX00001383541,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001392457LL,EGAN00001373581,SAMEA3885356,EGAR00001420646,EGAX00001383542,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001392484LL,EGAN00001374516,SAMEA3886291,EGAR00001420647,EGAX00001383543,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001392617LL,EGAN00001374562,SAMEA3886337,EGAR00001420648,EGAX00001383544,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001392662LL,EGAN00001373570,SAMEA3885345,EGAR00001420649,EGAX00001383545,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001392831LL,EGAN00001374536,SAMEA3886311,EGAR00001420650,EGAX00001383546,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001392958LL,EGAN00001373988,SAMEA3885763,EGAR00001420651,EGAX00001383547,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001393098LL,EGAN00001374356,SAMEA3886131,EGAR00001420652,EGAX00001383548,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001393360LL,EGAN00001374186,SAMEA3885961,EGAR00001420653,EGAX00001383549,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001393561LL,EGAN00001374125,SAMEA3885900,EGAR00001420654,EGAX00001383550,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001393703LL,EGAN00001374309,SAMEA3886084,EGAR00001420655,EGAX00001383551,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001393857LL,EGAN00001374010,SAMEA3885785,EGAR00001420656,EGAX00001383552,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001394021LL,EGAN00001374071,SAMEA3885846,EGAR00001420657,EGAX00001383553,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001394077LL,EGAN00001374600,SAMEA3886375,EGAR00001420658,EGAX00001383554,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001394273LL,EGAN00001374433,SAMEA3886208,EGAR00001420659,EGAX00001383555,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001394578LL,EGAN00001374298,SAMEA3886073,EGAR00001420660,EGAX00001383556,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001394602LL,EGAN00001374576,SAMEA3886351,EGAR00001420661,EGAX00001383557,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001394740LL,EGAN00001374340,SAMEA3886115,EGAR00001420662,EGAX00001383558,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001394840LL,EGAN00001373553,SAMEA3885328,EGAR00001420663,EGAX00001383559,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001395154LL,EGAN00001373874,SAMEA3885649,EGAR00001420664,EGAX00001383560,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001395216LL,EGAN00001373622,SAMEA3885397,EGAR00001420665,EGAX00001383561,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001395260LL,EGAN00001374218,SAMEA3885993,EGAR00001420666,EGAX00001383562,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001395490LL,EGAN00001373629,SAMEA3885404,EGAR00001420667,EGAX00001383563,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001395539LL,EGAN00001374283,SAMEA3886058,EGAR00001420668,EGAX00001383564,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001395575LL,EGAN00001374494,SAMEA3886269,EGAR00001420669,EGAX00001383565,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001396360LL,EGAN00001373952,SAMEA3885727,EGAR00001420670,EGAX00001383566,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001396723LL,EGAN00001373936,SAMEA3885711,EGAR00001420671,EGAX00001383567,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001397355LL,EGAN00001374322,SAMEA3886097,EGAR00001420672,EGAX00001383568,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001397660LL,EGAN00001373839,SAMEA3885614,EGAR00001420673,EGAX00001383569,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001397670LL,EGAN00001374596,SAMEA3886371,EGAR00001420674,EGAX00001383570,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001397990LL,EGAN00001373997,SAMEA3885772,EGAR00001420675,EGAX00001383571,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001398110LL,EGAN00001374545,SAMEA3886320,EGAR00001420676,EGAX00001383572,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001398120LL,EGAN00001373886,SAMEA3885661,EGAR00001420677,EGAX00001383573,EGAS00001001704,ENA-CHECKLIST=ERC000026
9002000001398693LL,EGAN00001374076,SAMEA3885851,EGAR00001420678,EGAX00001383574,EGAS00001001704,ENA-CHECKLIST=ERC000026
