sample_alias,sample_accession_id,biosample_id,run_accession_id,experiment_accession_id,study_accession_id,sample_attributes
G44013,EGAN00001565753,SAMEA104166343,EGAR00001571210,EGAX00001526895,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G44014,EGAN00001565754,SAMEA104166344,EGAR00001571211,EGAX00001526896,EGAS00001001704,age=57;ENA-CHECKLIST=ERC000026
G44015,EGAN00001565755,SAMEA104166345,EGAR00001571212,EGAX00001526897,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G44016,EGAN00001565756,SAMEA104166346,EGAR00001571213,EGAX00001526898,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G44017,EGAN00001565757,SAMEA104166347,EGAR00001571214,EGAX00001526899,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G44018,EGAN00001565758,SAMEA104166348,EGAR00001571215,EGAX00001526900,EGAS00001001704,age=45;ENA-CHECKLIST=ERC000026
G44019,EGAN00001565759,SAMEA104166349,EGAR00001571216,EGAX00001526901,EGAS00001001704,age=54;ENA-CHECKLIST=ERC000026
G44020,EGAN00001565760,SAMEA104166350,EGAR00001571217,EGAX00001526902,EGAS00001001704,age=63;ENA-CHECKLIST=ERC000026
G44021,EGAN00001565761,SAMEA104166351,EGAR00001571218,EGAX00001526903,EGAS00001001704,age=53;ENA-CHECKLIST=ERC000026
G44022,EGAN00001565762,SAMEA104166352,EGAR00001571219,EGAX00001526904,EGAS00001001704,age=71;ENA-CHECKLIST=ERC000026
G44023,EGAN00001565763,SAMEA104166353,EGAR00001571220,EGAX00001526905,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G44024,EGAN00001565764,SAMEA104166354,EGAR00001571221,EGAX00001526906,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G44026,EGAN00001565765,SAMEA104166355,EGAR00001571222,EGAX00001526907,EGAS00001001704,age=48;ENA-CHECKLIST=ERC000026
G44027,EGAN00001565766,SAMEA104166356,EGAR00001571223,EGAX00001526908,EGAS00001001704,age=43;ENA-CHECKLIST=ERC000026
G44028,EGAN00001565767,SAMEA104166357,EGAR00001571224,EGAX00001526909,EGAS00001001704,age=26;ENA-CHECKLIST=ERC000026
G44030,EGAN00001565768,SAMEA104166358,EGAR00001571225,EGAX00001526910,EGAS00001001704,age=42;ENA-CHECKLIST=ERC000026
G44031,EGAN00001565769,SAMEA104166359,EGAR00001571226,EGAX00001526911,EGAS00001001704,age=58;ENA-CHECKLIST=ERC000026
G44032,EGAN00001565770,SAMEA104166360,EGAR00001571227,EGAX00001526912,EGAS00001001704,age=34;ENA-CHECKLIST=ERC000026
G44033,EGAN00001565771,SAMEA104166361,EGAR00001571228,EGAX00001526913,EGAS00001001704,age=41;ENA-CHECKLIST=ERC000026
G44034,EGAN00001565772,SAMEA104166362,EGAR00001571229,EGAX00001526914,EGAS00001001704,age=50;ENA-CHECKLIST=ERC000026
G44035,EGAN00001565773,SAMEA104166363,EGAR00001571230,EGAX00001526915,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G44036,EGAN00001565774,SAMEA104166364,EGAR00001571231,EGAX00001526916,EGAS00001001704,age=61;ENA-CHECKLIST=ERC000026
G44037,EGAN00001565775,SAMEA104166365,EGAR00001571232,EGAX00001526917,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G44211,EGAN00001565776,SAMEA104166366,EGAR00001571233,EGAX00001526918,EGAS00001001704,age=44;ENA-CHECKLIST=ERC000026
G44212,EGAN00001565777,SAMEA104166367,EGAR00001571234,EGAX00001526919,EGAS00001001704,age=46;ENA-CHECKLIST=ERC000026
G44213,EGAN00001565778,SAMEA104166368,EGAR00001571235,EGAX00001526920,EGAS00001001704,age=27;ENA-CHECKLIST=ERC000026
G44214,EGAN00001565779,SAMEA104166369,EGAR00001571236,EGAX00001526921,EGAS00001001704,age=33;ENA-CHECKLIST=ERC000026
G44215,EGAN00001565780,SAMEA104166370,EGAR00001571237,EGAX00001526922,EGAS00001001704,age=52;ENA-CHECKLIST=ERC000026
G44216,EGAN00001565781,SAMEA104166371,EGAR00001571238,EGAX00001526923,EGAS00001001704,age=28;ENA-CHECKLIST=ERC000026
G44217,EGAN00001565782,SAMEA104166372,EGAR00001571239,EGAX00001526924,EGAS00001001704,age=47;ENA-CHECKLIST=ERC000026
G44218,EGAN00001565783,SAMEA104166373,EGAR00001571240,EGAX00001526925,EGAS00001001704,age=32;ENA-CHECKLIST=ERC000026
